rh.aparc.foldind	rh_bankssts_foldind	rh_caudalanteriorcingulate_foldind	rh_caudalmiddlefrontal_foldind	rh_cuneus_foldind	rh_entorhinal_foldind	rh_fusiform_foldind	rh_inferiorparietal_foldind	rh_inferiortemporal_foldind	rh_isthmuscingulate_foldind	rh_lateraloccipital_foldind	rh_lateralorbitofrontal_foldind	rh_lingual_foldind	rh_medialorbitofrontal_foldind	rh_middletemporal_foldind	rh_parahippocampal_foldind	rh_paracentral_foldind	rh_parsopercularis_foldind	rh_parsorbitalis_foldind	rh_parstriangularis_foldind	rh_pericalcarine_foldind	rh_postcentral_foldind	rh_posteriorcingulate_foldind	rh_precentral_foldind	rh_precuneus_foldind	rh_rostralanteriorcingulate_foldind	rh_rostralmiddlefrontal_foldind	rh_superiorfrontal_foldind	rh_superiorparietal_foldind	rh_superiortemporal_foldind	rh_supramarginal_foldind	rh_frontalpole_foldind	rh_temporalpole_foldind	rh_transversetemporal_foldind	rh_insula_foldind	BrainSegVolNotVent	eTIV
016_S_1028.nii	8.0	26.0	30.0	24.0	6.0	51.0	72.0	51.0	21.0	86.0	58.0	48.0	41.0	52.0	5.0	18.0	23.0	16.0	24.0	20.0	52.0	24.0	60.0	68.0	17.0	111.0	110.0	93.0	38.0	61.0	8.0	9.0	4.0	21.0	874077.0	1380882.00537
109_S_1014.nii	8.0	12.0	31.0	35.0	5.0	46.0	73.0	67.0	16.0	109.0	58.0	76.0	44.0	57.0	7.0	14.0	20.0	14.0	18.0	24.0	53.0	18.0	55.0	59.0	12.0	92.0	103.0	89.0	45.0	60.0	8.0	10.0	5.0	33.0	1002589.0	1587698.76248
141_S_0851.nii	6.0	11.0	38.0	28.0	6.0	57.0	82.0	72.0	22.0	102.0	43.0	59.0	32.0	49.0	6.0	18.0	15.0	17.0	15.0	24.0	58.0	29.0	62.0	60.0	6.0	100.0	160.0	81.0	55.0	63.0	9.0	9.0	5.0	48.0	1064719.0	1439075.32063
057_S_0934.nii	3.0	15.0	32.0	25.0	5.0	49.0	75.0	41.0	18.0	74.0	47.0	58.0	54.0	47.0	7.0	14.0	21.0	16.0	25.0	23.0	38.0	24.0	53.0	44.0	20.0	88.0	98.0	68.0	40.0	41.0	10.0	11.0	3.0	25.0	942693.0	1401892.28133
137_S_0841.nii	9.0	23.0	34.0	30.0	3.0	56.0	78.0	66.0	24.0	92.0	54.0	57.0	38.0	57.0	9.0	18.0	22.0	15.0	23.0	28.0	61.0	23.0	68.0	57.0	19.0	111.0	113.0	69.0	49.0	63.0	10.0	9.0	7.0	62.0	940464.0	1325623.02738
036_S_0813.nii	6.0	22.0	28.0	34.0	8.0	46.0	86.0	71.0	22.0	110.0	73.0	111.0	37.0	69.0	7.0	17.0	21.0	19.0	42.0	27.0	55.0	24.0	61.0	71.0	20.0	111.0	94.0	104.0	47.0	67.0	10.0	6.0	4.0	45.0	1082340.0	1656437.03214
100_S_1154.nii	12.0	27.0	33.0	43.0	6.0	50.0	71.0	57.0	20.0	105.0	54.0	80.0	54.0	49.0	6.0	18.0	14.0	22.0	24.0	19.0	52.0	28.0	63.0	66.0	21.0	125.0	120.0	89.0	42.0	66.0	7.0	9.0	7.0	22.0	1095501.0	1788293.44134
082_S_0761.nii	5.0	22.0	39.0	33.0	12.0	57.0	75.0	53.0	17.0	100.0	58.0	69.0	38.0	62.0	7.0	13.0	20.0	21.0	31.0	25.0	60.0	33.0	79.0	51.0	19.0	124.0	99.0	76.0	54.0	68.0	12.0	12.0	4.0	40.0	988612.0	1464119.27338
002_S_1268.nii	4.0	18.0	31.0	33.0	7.0	59.0	97.0	53.0	20.0	80.0	71.0	56.0	41.0	67.0	7.0	17.0	20.0	18.0	25.0	17.0	59.0	27.0	57.0	53.0	19.0	109.0	102.0	83.0	50.0	63.0	7.0	13.0	6.0	34.0	1044858.0	1629028.66902
032_S_0479.nii	8.0	19.0	30.0	31.0	5.0	49.0	89.0	69.0	25.0	94.0	50.0	65.0	47.0	61.0	4.0	16.0	18.0	15.0	26.0	23.0	52.0	28.0	64.0	56.0	18.0	108.0	93.0	63.0	44.0	41.0	7.0	13.0	3.0	33.0	1075199.0	1494053.78741
109_S_1192.nii	7.0	17.0	30.0	23.0	5.0	41.0	90.0	61.0	20.0	82.0	56.0	55.0	35.0	62.0	4.0	16.0	16.0	15.0	18.0	22.0	46.0	21.0	49.0	65.0	8.0	107.0	86.0	79.0	36.0	57.0	7.0	10.0	3.0	27.0	960212.0	1390730.3164
100_S_0743.nii	7.0	17.0	43.0	26.0	0.0	57.0	83.0	43.0	16.0	112.0	48.0	78.0	45.0	54.0	9.0	20.0	18.0	13.0	17.0	22.0	48.0	18.0	66.0	56.0	11.0	102.0	126.0	65.0	55.0	47.0	6.0	11.0	5.0	34.0	977182.0	1615575.58048
031_S_0568.nii	8.0	15.0	22.0	32.0	5.0	61.0	79.0	60.0	17.0	111.0	48.0	59.0	49.0	75.0	5.0	16.0	20.0	18.0	24.0	24.0	49.0	31.0	60.0	61.0	16.0	111.0	102.0	71.0	57.0	54.0	10.0	9.0	4.0	55.0	934991.0	1380623.48243
021_S_0424.nii	7.0	15.0	23.0	33.0	6.0	55.0	82.0	68.0	21.0	95.0	48.0	65.0	43.0	55.0	5.0	24.0	18.0	17.0	15.0	16.0	47.0	28.0	68.0	61.0	16.0	99.0	99.0	88.0	48.0	48.0	9.0	9.0	7.0	51.0	932985.0	1479274.64365
031_S_0830.nii	8.0	20.0	34.0	30.0	4.0	53.0	83.0	44.0	24.0	90.0	55.0	90.0	37.0	60.0	7.0	14.0	15.0	18.0	21.0	33.0	45.0	33.0	55.0	73.0	6.0	102.0	88.0	82.0	40.0	50.0	9.0	13.0	3.0	38.0	1032582.0	1506820.76037
141_S_1094.nii	11.0	25.0	28.0	33.0	4.0	65.0	93.0	67.0	26.0	112.0	62.0	64.0	46.0	83.0	5.0	24.0	24.0	19.0	32.0	23.0	47.0	39.0	71.0	71.0	10.0	154.0	119.0	88.0	63.0	67.0	11.0	8.0	5.0	33.0	1159236.0	1815389.60318
041_S_0125.nii	11.0	30.0	23.0	38.0	11.0	66.0	122.0	87.0	21.0	121.0	62.0	61.0	44.0	64.0	6.0	21.0	21.0	18.0	43.0	26.0	62.0	33.0	119.0	67.0	15.0	118.0	131.0	93.0	66.0	75.0	11.0	9.0	6.0	41.0	1227348.0	1886414.72485
031_S_0821.nii	13.0	19.0	27.0	29.0	6.0	46.0	94.0	55.0	21.0	95.0	54.0	64.0	47.0	43.0	9.0	16.0	16.0	26.0	23.0	32.0	50.0	30.0	62.0	62.0	13.0	123.0	103.0	72.0	45.0	48.0	12.0	20.0	5.0	43.0	997685.0	1513441.9134
013_S_0575.nii	5.0	19.0	21.0	26.0	4.0	47.0	75.0	52.0	32.0	87.0	42.0	53.0	38.0	63.0	6.0	18.0	15.0	18.0	20.0	13.0	54.0	29.0	53.0	47.0	7.0	105.0	102.0	57.0	55.0	43.0	13.0	8.0	4.0	33.0	883555.0	1578547.68804
036_S_0945.nii	10.0	16.0	33.0	33.0	6.0	66.0	103.0	74.0	20.0	119.0	51.0	72.0	49.0	81.0	8.0	20.0	28.0	18.0	28.0	25.0	66.0	29.0	64.0	59.0	19.0	124.0	124.0	65.0	65.0	71.0	10.0	13.0	6.0	46.0	1185639.0	1795412.40541
941_S_1202.nii	10.0	15.0	43.0	29.0	5.0	52.0	105.0	69.0	28.0	97.0	55.0	62.0	54.0	80.0	7.0	24.0	20.0	26.0	23.0	24.0	68.0	32.0	63.0	71.0	16.0	173.0	137.0	102.0	56.0	59.0	9.0	10.0	10.0	36.0	1083325.0	1717074.48858
027_S_0179.nii	5.0	22.0	47.0	43.0	7.0	55.0	75.0	66.0	16.0	109.0	60.0	72.0	54.0	60.0	8.0	25.0	22.0	18.0	24.0	34.0	59.0	43.0	96.0	67.0	18.0	136.0	151.0	72.0	59.0	58.0	8.0	13.0	6.0	41.0	1151316.0	1687108.79302
029_S_1318.nii	7.0	13.0	21.0	25.0	4.0	46.0	68.0	47.0	11.0	91.0	48.0	49.0	47.0	53.0	5.0	17.0	16.0	22.0	27.0	20.0	49.0	28.0	61.0	55.0	6.0	104.0	104.0	77.0	35.0	48.0	12.0	6.0	2.0	35.0	931501.0	1506048.80031
131_S_0441.nii	5.0	19.0	37.0	35.0	10.0	62.0	85.0	89.0	20.0	112.0	61.0	63.0	49.0	57.0	8.0	18.0	24.0	24.0	37.0	23.0	60.0	26.0	66.0	58.0	10.0	138.0	122.0	79.0	50.0	65.0	8.0	12.0	7.0	63.0	985954.0	1447927.62412
012_S_1033.nii	5.0	15.0	25.0	31.0	3.0	44.0	67.0	52.0	18.0	88.0	46.0	57.0	37.0	61.0	5.0	21.0	19.0	16.0	17.0	19.0	53.0	28.0	62.0	46.0	18.0	95.0	127.0	68.0	44.0	51.0	7.0	6.0	5.0	30.0	964713.0	1491280.49677
067_S_0056.nii	10.0	14.0	18.0	30.0	5.0	53.0	82.0	44.0	15.0	80.0	62.0	48.0	38.0	46.0	6.0	16.0	14.0	20.0	24.0	19.0	48.0	22.0	53.0	75.0	13.0	89.0	98.0	86.0	46.0	42.0	9.0	7.0	4.0	29.0	953096.0	1340297.1683
027_S_0120.nii	10.0	23.0	22.0	37.0	3.0	65.0	92.0	77.0	16.0	96.0	57.0	77.0	44.0	62.0	9.0	27.0	16.0	18.0	30.0	34.0	69.0	30.0	61.0	71.0	16.0	118.0	111.0	72.0	42.0	61.0	7.0	10.0	6.0	33.0	1149740.0	1575628.52965
023_S_0855.nii	9.0	19.0	40.0	35.0	9.0	62.0	88.0	91.0	29.0	75.0	49.0	47.0	46.0	75.0	7.0	24.0	16.0	11.0	20.0	19.0	58.0	27.0	68.0	64.0	15.0	108.0	122.0	82.0	39.0	54.0	9.0	11.0	4.0	51.0	1104360.0	1663258.35764
116_S_1271.nii	5.0	17.0	22.0	33.0	6.0	88.0	69.0	55.0	17.0	82.0	52.0	49.0	40.0	46.0	7.0	13.0	22.0	17.0	28.0	18.0	54.0	19.0	56.0	59.0	9.0	98.0	109.0	64.0	42.0	43.0	7.0	9.0	4.0	32.0	881733.0	1539788.11965
062_S_0690.nii	4.0	17.0	38.0	27.0	6.0	53.0	90.0	61.0	23.0	86.0	60.0	67.0	46.0	65.0	7.0	14.0	20.0	18.0	31.0	29.0	64.0	30.0	67.0	60.0	17.0	95.0	128.0	77.0	45.0	62.0	9.0	10.0	6.0	25.0	1054471.0	1566380.96886
007_S_0041.nii	10.0	24.0	23.0	30.0	6.0	60.0	79.0	66.0	26.0	88.0	50.0	61.0	64.0	62.0	7.0	21.0	19.0	20.0	21.0	26.0	58.0	35.0	60.0	53.0	10.0	105.0	102.0	74.0	56.0	73.0	11.0	12.0	5.0	31.0	1002722.0	1492701.50765
128_S_0611.nii	6.0	19.0	28.0	27.0	4.0	49.0	63.0	46.0	12.0	105.0	36.0	56.0	44.0	45.0	7.0	16.0	21.0	13.0	20.0	17.0	50.0	25.0	63.0	59.0	6.0	86.0	103.0	77.0	43.0	72.0	12.0	11.0	4.0	39.0	909001.0	1510455.78732
099_S_0958.nii	14.0	20.0	26.0	42.0	5.0	54.0	72.0	46.0	22.0	96.0	45.0	79.0	46.0	65.0	8.0	21.0	14.0	15.0	16.0	39.0	44.0	31.0	64.0	59.0	13.0	100.0	105.0	62.0	34.0	50.0	8.0	8.0	3.0	54.0	1132849.0	1811088.55687
011_S_1080.nii	6.0	21.0	20.0	40.0	7.0	57.0	80.0	68.0	20.0	93.0	64.0	64.0	43.0	59.0	6.0	12.0	17.0	21.0	24.0	21.0	41.0	28.0	65.0	49.0	15.0	121.0	103.0	67.0	48.0	53.0	9.0	16.0	3.0	29.0	976737.0	1627137.09462
029_S_1215.nii	5.0	18.0	26.0	35.0	4.0	69.0	77.0	67.0	12.0	137.0	53.0	69.0	40.0	69.0	6.0	29.0	33.0	19.0	25.0	31.0	66.0	25.0	57.0	81.0	18.0	140.0	123.0	107.0	52.0	57.0	9.0	10.0	6.0	37.0	1113277.0	1729517.10869
099_S_0040.nii	9.0	16.0	33.0	35.0	4.0	60.0	70.0	59.0	20.0	114.0	60.0	70.0	44.0	64.0	6.0	23.0	19.0	20.0	23.0	31.0	55.0	33.0	66.0	76.0	14.0	126.0	111.0	88.0	47.0	51.0	11.0	10.0	5.0	50.0	1032148.0	1621520.01104
027_S_1045.nii	9.0	14.0	39.0	24.0	8.0	46.0	75.0	64.0	16.0	88.0	68.0	63.0	42.0	63.0	9.0	17.0	19.0	23.0	27.0	41.0	46.0	25.0	58.0	59.0	20.0	95.0	122.0	67.0	63.0	55.0	11.0	9.0	3.0	49.0	968824.0	1489076.56595
137_S_0686.nii	8.0	14.0	26.0	36.0	6.0	64.0	104.0	59.0	21.0	113.0	45.0	68.0	45.0	66.0	9.0	22.0	18.0	21.0	24.0	26.0	46.0	31.0	68.0	65.0	13.0	128.0	122.0	82.0	42.0	50.0	10.0	10.0	3.0	45.0	1224941.0	1819981.0691
022_S_0219.nii	8.0	15.0	33.0	49.0	11.0	47.0	83.0	55.0	19.0	113.0	55.0	74.0	47.0	41.0	8.0	14.0	17.0	16.0	28.0	37.0	56.0	21.0	77.0	64.0	12.0	102.0	132.0	84.0	33.0	47.0	12.0	8.0	7.0	25.0	911758.0	1424823.73572
022_S_0130.nii	10.0	21.0	29.0	32.0	6.0	60.0	111.0	56.0	20.0	106.0	60.0	61.0	43.0	70.0	10.0	20.0	21.0	18.0	31.0	20.0	70.0	30.0	75.0	60.0	17.0	124.0	120.0	80.0	64.0	77.0	12.0	9.0	4.0	47.0	1281281.0	1828482.47719
062_S_1294.nii	11.0	27.0	21.0	27.0	4.0	54.0	82.0	53.0	20.0	111.0	63.0	66.0	49.0	55.0	10.0	17.0	19.0	19.0	33.0	27.0	47.0	32.0	61.0	51.0	13.0	98.0	97.0	65.0	36.0	49.0	7.0	12.0	4.0	29.0	1010317.0	1513140.76607
126_S_0865.nii	3.0	31.0	27.0	29.0	8.0	56.0	87.0	79.0	21.0	107.0	50.0	63.0	46.0	60.0	8.0	26.0	19.0	22.0	29.0	24.0	49.0	30.0	62.0	68.0	20.0	118.0	116.0	80.0	40.0	52.0	8.0	6.0	2.0	44.0	1231718.0	1940085.11122
068_S_0127.nii	6.0	24.0	27.0	31.0	9.0	44.0	103.0	78.0	20.0	81.0	46.0	44.0	43.0	60.0	8.0	17.0	19.0	17.0	17.0	15.0	49.0	27.0	62.0	66.0	10.0	131.0	136.0	69.0	50.0	58.0	7.0	10.0	4.0	29.0	971143.0	1489076.70164
128_S_0608.nii	9.0	27.0	31.0	27.0	4.0	47.0	73.0	60.0	18.0	98.0	47.0	58.0	37.0	64.0	7.0	19.0	19.0	16.0	25.0	20.0	53.0	37.0	53.0	55.0	22.0	120.0	92.0	79.0	53.0	53.0	8.0	8.0	6.0	40.0	990573.0	1576484.58871
011_S_0053.nii	9.0	20.0	22.0	31.0	9.0	54.0	77.0	69.0	21.0	115.0	48.0	68.0	39.0	53.0	8.0	17.0	18.0	14.0	23.0	22.0	41.0	28.0	53.0	54.0	16.0	98.0	118.0	77.0	41.0	45.0	9.0	9.0	4.0	23.0	1068208.0	1780008.40193
053_S_0919.nii	8.0	17.0	24.0	31.0	6.0	45.0	73.0	56.0	17.0	99.0	46.0	48.0	38.0	68.0	5.0	13.0	14.0	16.0	23.0	23.0	52.0	19.0	56.0	53.0	19.0	96.0	98.0	66.0	37.0	55.0	8.0	8.0	4.0	54.0	1215957.0	1784940.08545
010_S_0419.nii	12.0	14.0	28.0	27.0	8.0	104.0	94.0	98.0	25.0	102.0	58.0	62.0	37.0	52.0	7.0	19.0	28.0	19.0	24.0	22.0	63.0	24.0	66.0	74.0	20.0	111.0	107.0	67.0	49.0	55.0	11.0	13.0	9.0	55.0	1137208.0	1639902.68663
041_S_0679.nii	8.0	15.0	22.0	28.0	6.0	59.0	88.0	54.0	15.0	89.0	63.0	48.0	34.0	70.0	5.0	15.0	15.0	18.0	22.0	30.0	50.0	21.0	51.0	42.0	15.0	108.0	104.0	64.0	48.0	48.0	8.0	6.0	4.0	34.0	1185970.0	1644547.94286
024_S_1171.nii	7.0	14.0	32.0	37.0	7.0	60.0	70.0	68.0	21.0	97.0	48.0	71.0	46.0	78.0	7.0	14.0	19.0	22.0	22.0	39.0	63.0	28.0	74.0	74.0	15.0	125.0	117.0	80.0	53.0	55.0	11.0	12.0	4.0	48.0	1162281.0	1806336.91727
100_S_0069.nii	10.0	19.0	36.0	37.0	11.0	60.0	82.0	58.0	18.0	115.0	56.0	72.0	48.0	62.0	11.0	19.0	22.0	14.0	18.0	31.0	52.0	24.0	60.0	67.0	17.0	107.0	124.0	91.0	51.0	68.0	10.0	6.0	4.0	46.0	1202185.0	1707653.34613
018_S_0682.nii	5.0	20.0	25.0	27.0	5.0	51.0	61.0	45.0	13.0	70.0	38.0	50.0	31.0	38.0	5.0	16.0	20.0	12.0	21.0	18.0	43.0	15.0	46.0	48.0	13.0	76.0	70.0	67.0	29.0	41.0	8.0	7.0	3.0	36.0	939893.0	1411147.58108
036_S_0869.nii	5.0	20.0	23.0	26.0	18.0	34.0	68.0	46.0	18.0	88.0	46.0	46.0	43.0	36.0	5.0	23.0	15.0	19.0	16.0	17.0	48.0	21.0	57.0	43.0	11.0	89.0	96.0	66.0	45.0	52.0	8.0	10.0	5.0	50.0	855970.0	1326334.84089
057_S_1217.nii	7.0	24.0	26.0	31.0	7.0	57.0	86.0	58.0	20.0	84.0	50.0	55.0	42.0	55.0	5.0	14.0	18.0	13.0	15.0	25.0	48.0	31.0	53.0	53.0	24.0	92.0	106.0	80.0	49.0	58.0	8.0	8.0	3.0	42.0	1051100.0	1672320.67584
067_S_0284.nii	6.0	15.0	14.0	29.0	8.0	49.0	88.0	64.0	16.0	91.0	46.0	54.0	35.0	55.0	9.0	18.0	20.0	16.0	19.0	24.0	50.0	20.0	50.0	68.0	19.0	94.0	86.0	75.0	43.0	43.0	8.0	8.0	3.0	29.0	998279.0	1478323.99746
036_S_0673.nii	7.0	33.0	35.0	33.0	9.0	56.0	93.0	68.0	18.0	123.0	51.0	83.0	46.0	76.0	6.0	18.0	18.0	14.0	19.0	42.0	51.0	29.0	62.0	55.0	18.0	118.0	110.0	94.0	49.0	45.0	15.0	12.0	3.0	69.0	1038093.0	1566310.40691
033_S_1279.nii	8.0	18.0	25.0	33.0	4.0	52.0	88.0	53.0	17.0	97.0	55.0	75.0	33.0	57.0	6.0	18.0	16.0	13.0	21.0	37.0	62.0	24.0	66.0	55.0	16.0	108.0	100.0	70.0	40.0	60.0	8.0	10.0	5.0	34.0	1018601.0	1478147.75912
082_S_0363.nii	6.0	11.0	26.0	30.0	6.0	47.0	96.0	60.0	21.0	74.0	58.0	61.0	44.0	55.0	7.0	24.0	19.0	20.0	23.0	24.0	56.0	19.0	61.0	62.0	11.0	128.0	120.0	84.0	47.0	56.0	10.0	10.0	3.0	28.0	1051008.0	1642812.38702
032_S_0095.nii	8.0	17.0	22.0	36.0	5.0	50.0	72.0	59.0	21.0	116.0	46.0	55.0	35.0	67.0	6.0	17.0	14.0	17.0	21.0	23.0	48.0	22.0	60.0	54.0	17.0	107.0	101.0	67.0	43.0	52.0	8.0	8.0	5.0	38.0	1044773.0	1426237.85964
133_S_0629.nii	11.0	28.0	22.0	26.0	7.0	57.0	89.0	52.0	22.0	104.0	41.0	57.0	42.0	47.0	9.0	16.0	17.0	24.0	21.0	31.0	41.0	18.0	75.0	57.0	9.0	104.0	84.0	76.0	47.0	53.0	9.0	12.0	5.0	36.0	888803.0	1484402.15074
137_S_0631.nii	6.0	20.0	20.0	21.0	7.0	53.0	87.0	61.0	17.0	98.0	45.0	57.0	33.0	56.0	7.0	11.0	16.0	13.0	15.0	22.0	43.0	22.0	51.0	55.0	18.0	101.0	96.0	85.0	37.0	49.0	10.0	10.0	4.0	30.0	911696.0	1503475.35506
116_S_0648.nii	9.0	14.0	22.0	39.0	6.0	49.0	108.0	59.0	29.0	91.0	51.0	56.0	41.0	68.0	5.0	21.0	27.0	18.0	48.0	18.0	50.0	28.0	66.0	66.0	16.0	128.0	134.0	91.0	59.0	70.0	10.0	12.0	4.0	54.0	1211060.0	1631156.62191
099_S_0551.nii	8.0	15.0	22.0	41.0	6.0	60.0	74.0	61.0	20.0	97.0	51.0	64.0	37.0	51.0	6.0	18.0	12.0	15.0	26.0	27.0	65.0	29.0	54.0	66.0	14.0	101.0	106.0	87.0	40.0	45.0	11.0	9.0	6.0	33.0	1139187.0	1654795.77102
032_S_0718.nii	8.0	14.0	23.0	34.0	7.0	59.0	79.0	63.0	18.0	101.0	51.0	62.0	42.0	46.0	8.0	19.0	17.0	20.0	15.0	32.0	55.0	27.0	56.0	68.0	14.0	114.0	103.0	84.0	59.0	73.0	9.0	9.0	3.0	26.0	992876.0	1441421.79099
037_S_0627.nii	6.0	14.0	34.0	30.0	3.0	52.0	85.0	59.0	18.0	69.0	54.0	60.0	37.0	55.0	7.0	15.0	25.0	14.0	21.0	20.0	55.0	31.0	63.0	53.0	12.0	94.0	118.0	78.0	61.0	55.0	9.0	13.0	5.0	59.0	940919.0	1400039.33846
100_S_0006.nii	10.0	14.0	17.0	20.0	3.0	49.0	79.0	39.0	25.0	94.0	90.0	32.0	46.0	53.0	5.0	13.0	16.0	14.0	17.0	15.0	50.0	25.0	50.0	57.0	16.0	94.0	87.0	70.0	34.0	65.0	9.0	9.0	3.0	28.0	960397.0	1477571.0663
116_S_1232.nii	5.0	11.0	28.0	39.0	7.0	56.0	81.0	77.0	19.0	91.0	55.0	56.0	46.0	60.0	9.0	21.0	18.0	18.0	18.0	19.0	44.0	25.0	61.0	56.0	12.0	104.0	101.0	61.0	46.0	66.0	11.0	10.0	5.0	32.0	1014752.0	1245519.91304
141_S_0726.nii	15.0	17.0	31.0	36.0	5.0	63.0	89.0	61.0	22.0	113.0	56.0	65.0	46.0	67.0	8.0	20.0	23.0	22.0	19.0	27.0	58.0	28.0	71.0	64.0	14.0	123.0	108.0	100.0	56.0	65.0	10.0	18.0	5.0	42.0	998973.0	1620364.64446
067_S_1253.nii	9.0	15.0	21.0	34.0	4.0	56.0	81.0	57.0	18.0	92.0	48.0	70.0	32.0	50.0	11.0	16.0	15.0	14.0	17.0	32.0	52.0	30.0	63.0	49.0	16.0	92.0	97.0	68.0	39.0	44.0	6.0	8.0	4.0	56.0	1004115.0	1510905.32258
128_S_0135.nii	6.0	28.0	37.0	36.0	5.0	61.0	71.0	73.0	26.0	90.0	52.0	76.0	46.0	71.0	5.0	14.0	22.0	14.0	27.0	25.0	59.0	24.0	65.0	70.0	20.0	108.0	98.0	82.0	46.0	65.0	12.0	10.0	6.0	35.0	979226.0	1485383.71954
099_S_0470.nii	9.0	24.0	33.0	28.0	4.0	48.0	74.0	54.0	17.0	83.0	52.0	52.0	44.0	54.0	5.0	14.0	24.0	14.0	32.0	21.0	48.0	22.0	52.0	58.0	17.0	100.0	110.0	74.0	39.0	47.0	10.0	13.0	4.0	29.0	980126.0	1501216.64133
011_S_0023.nii	9.0	21.0	28.0	31.0	6.0	53.0	72.0	56.0	24.0	87.0	43.0	69.0	36.0	66.0	8.0	14.0	23.0	11.0	17.0	23.0	50.0	23.0	53.0	63.0	13.0	94.0	79.0	76.0	50.0	65.0	7.0	9.0	5.0	34.0	1088609.0	1613014.10843
005_S_0602.nii	9.0	19.0	20.0	31.0	5.0	44.0	79.0	50.0	19.0	81.0	36.0	62.0	39.0	54.0	6.0	14.0	13.0	13.0	22.0	18.0	47.0	22.0	46.0	51.0	11.0	93.0	73.0	69.0	41.0	48.0	9.0	9.0	3.0	38.0	1073240.0	1428034.92324
020_S_0899.nii	7.0	22.0	21.0	24.0	6.0	45.0	65.0	49.0	16.0	73.0	44.0	55.0	48.0	49.0	6.0	12.0	16.0	14.0	13.0	13.0	38.0	29.0	60.0	49.0	18.0	93.0	92.0	58.0	44.0	43.0	13.0	8.0	3.0	25.0	873241.0	1387340.53391
067_S_0812.nii	9.0	15.0	46.0	29.0	6.0	47.0	76.0	51.0	24.0	71.0	52.0	64.0	58.0	63.0	7.0	20.0	19.0	26.0	25.0	27.0	51.0	27.0	65.0	55.0	17.0	127.0	121.0	83.0	56.0	70.0	11.0	10.0	8.0	37.0	960668.0	1590187.6745
141_S_0697.nii	9.0	27.0	41.0	34.0	7.0	48.0	109.0	55.0	22.0	90.0	58.0	46.0	50.0	67.0	9.0	34.0	19.0	21.0	18.0	20.0	60.0	32.0	78.0	78.0	13.0	118.0	162.0	89.0	43.0	80.0	16.0	13.0	7.0	45.0	956423.0	1576689.46939
128_S_0188.nii	7.0	29.0	37.0	41.0	5.0	53.0	134.0	63.0	19.0	105.0	83.0	107.0	67.0	93.0	7.0	30.0	21.0	33.0	19.0	63.0	66.0	29.0	86.0	91.0	17.0	171.0	152.0	91.0	67.0	67.0	16.0	13.0	7.0	72.0	1149362.0	1821859.30218
098_S_0160.nii	12.0	12.0	31.0	40.0	8.0	53.0	86.0	69.0	26.0	120.0	58.0	82.0	53.0	61.0	7.0	18.0	17.0	22.0	35.0	40.0	43.0	30.0	62.0	69.0	7.0	113.0	126.0	84.0	43.0	50.0	12.0	10.0	4.0	30.0	1086127.0	1755848.64757
033_S_0733.nii	10.0	15.0	15.0	30.0	8.0	52.0	71.0	48.0	15.0	82.0	43.0	60.0	35.0	45.0	4.0	12.0	19.0	12.0	26.0	29.0	36.0	23.0	46.0	48.0	16.0	91.0	103.0	66.0	41.0	41.0	8.0	9.0	4.0	42.0	922519.0	1347699.11439
018_S_0087.nii	9.0	22.0	35.0	32.0	5.0	62.0	104.0	61.0	20.0	92.0	51.0	41.0	45.0	62.0	7.0	23.0	31.0	19.0	20.0	19.0	54.0	31.0	83.0	66.0	25.0	108.0	121.0	83.0	51.0	58.0	11.0	11.0	6.0	44.0	1190301.0	1853553.7683
068_S_1191.nii	7.0	17.0	41.0	36.0	9.0	48.0	75.0	55.0	20.0	102.0	55.0	57.0	50.0	74.0	6.0	14.0	30.0	20.0	24.0	22.0	55.0	27.0	78.0	60.0	16.0	130.0	129.0	67.0	59.0	55.0	10.0	29.0	11.0	128.0	971633.0	1538752.19206
033_S_0922.nii	8.0	19.0	37.0	36.0	5.0	57.0	93.0	86.0	18.0	97.0	49.0	74.0	56.0	72.0	5.0	16.0	19.0	17.0	20.0	32.0	51.0	33.0	74.0	56.0	20.0	116.0	132.0	76.0	62.0	57.0	11.0	8.0	4.0	35.0	1058502.0	1599884.55309
073_S_0445.nii	7.0	24.0	36.0	32.0	6.0	65.0	76.0	64.0	15.0	106.0	54.0	70.0	62.0	58.0	7.0	19.0	18.0	21.0	25.0	17.0	52.0	27.0	79.0	61.0	20.0	111.0	139.0	89.0	41.0	54.0	11.0	13.0	3.0	97.0	1152187.0	1794761.3087
067_S_0059.nii	5.0	13.0	21.0	28.0	4.0	52.0	76.0	45.0	14.0	88.0	46.0	49.0	35.0	43.0	6.0	16.0	16.0	13.0	23.0	20.0	40.0	18.0	47.0	53.0	14.0	86.0	100.0	71.0	52.0	60.0	9.0	8.0	5.0	23.0	874317.0	1236398.36582
109_S_1157.nii	8.0	13.0	25.0	25.0	3.0	45.0	82.0	54.0	16.0	85.0	50.0	49.0	36.0	47.0	4.0	13.0	11.0	13.0	19.0	20.0	49.0	15.0	52.0	61.0	13.0	86.0	86.0	79.0	36.0	51.0	8.0	8.0	4.0	23.0	839587.0	1366324.44602
137_S_0158.nii	12.0	23.0	37.0	37.0	8.0	49.0	82.0	60.0	21.0	109.0	55.0	67.0	52.0	58.0	7.0	16.0	18.0	11.0	21.0	25.0	46.0	15.0	60.0	60.0	10.0	101.0	103.0	78.0	55.0	60.0	9.0	9.0	5.0	36.0	899553.0	1271425.19523
